"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"SamsungLifeI-2013";"SamsungFire&";2013;"2013-01-01";-2,55e-07;-9,31e-08;-5,76e-08;-6,63e-08;-2,55e-08;-3,19e-10;0,00191;0,00207;0,00225;0,00284;0,00236;0,0138;-2,55e-09;-9,31e-10;-5,76e-10;-6,63e-10;-2,55e-10;-3,19e-12;33;"Non-Life";410;"KOREA (SOUTH)";"German";3;213,08;212,63;213,08;22044,5;44260343;12,74;0,296;NA;3,357;1,58;9505582;40993;613091;1092793;819763;1469;0;0;258;81,82;FALSE;0,0138519;212,855;22044500;4697242060;0;24,5134;22,9751;TRUE;0,00211412;201,67;5,65776;-1,20448e-09;0,0732236;0,537763;5,36167;3,25555;-0,0663;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;32;31;31;53.08;64.74;14.4;NA;14;0.33274607835357;TRUE;TRUE;FALSE;FALSE;TRUE
"SamsungLifeI-2014";"SamsungFire&";2014;"2014-01-01";-4,35e-07;-9,94e-08;-5,81e-08;-7,45e-08;-3,52e-08;-8,89e-10;0,00158;0,00177;0,00193;0,00234;0,00216;0,00843;-4,35e-09;-9,94e-10;-5,81e-10;-7,45e-10;-3,52e-10;-8,89e-12;34;"Non-Life";410;"KOREA (SOUTH)";"German";3;279,05;278,56;279,05;19205,3;55864391;14,16;-0,638;2,13;4,422;1,3;12260261;44170;821289;1154654;1092143;198;0;0;273;80,7;FALSE;0,0147015;278,805;19205300;5359238965;0;24,7462;23,2296;TRUE;0,0017575;213,08;30,9602;-5,77698e-09;0,330355;0,434804;5,63139;3,90032;-0,0745;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;33;32;31;68.98;53.08;64.74;14.4;31;0.220303545728117;TRUE;TRUE;FALSE;FALSE;TRUE
"SamsungLifeI-2015";"SamsungFire&";2015;"2015-01-01";-3,4e-07;-1,13e-07;-6,6e-08;-7,69e-08;-3,11e-08;0;0,00152;0,00169;0,0018;0,00241;0,0023;0,00865;-3,4e-09;-1,13e-09;-6,6e-10;-7,69e-10;-3,11e-10;0;36;"Non-Life";410;"KOREA (SOUTH)";"German";3;225,23;224,81;225,23;22120,6;51813537;12,61;0,309;1,94;4,312;1,67;11059570;42956;679236;909631;906208;91;0,91;50237;249;81,02;FALSE;0,0131092;225,02;22120600;4982222738;0,000969573;24,6709;23,1266;TRUE;0,0018665;279,05;-19,2869;-3,87114e-09;-0,177416;0,514959;5,41712;5,68722;-0,0769;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;33;33;32;66.29;68.98;53.08;64.74;31;0.239068094671427;TRUE;TRUE;FALSE;FALSE;TRUE
"SantamLtd-2005";"SamsungLifeI";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Life";410;"KOREA (SOUTH)";"German";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;225,23;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE
"SantamLtd-2006";"SamsungLifeI";2006;"2006-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;"Life";410;"KOREA (SOUTH)";"German";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1465;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.187138703461565;FALSE;FALSE;FALSE;TRUE;FALSE
"SantamLtd-2007";"SamsungLifeI";2007;"2007-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;"Life";410;"KOREA (SOUTH)";"German";3;NA;NA;NA;NA;114919770;NA;NA;NA;NA;NA;NA;200000;546466;165391;729423;1439;0,06;5224;1462;NA;FALSE;0,0047552;NA;NA;NA;4,54578e-05;25,4675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;17;NA;NA;NA;NA;NA;NA;NA;0.259256866462083;FALSE;FALSE;FALSE;TRUE;FALSE
"SantamLtd-2008";"SamsungLifeI";2008;"2008-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;"Life";410;"KOREA (SOUTH)";"German";3;NA;NA;NA;NA;109571960;10,58;NA;NA;NA;NA;NA;200000;673862;713381;924447;1507;0,05;2442;1247;NA;FALSE;0,00614995;NA;NA;NA;2,22867e-05;25,4198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;18;17;NA;NA;NA;NA;NA;NA;0.258991265245671;TRUE;FALSE;FALSE;TRUE;FALSE
"SantamLtd-2009";"SamsungLifeI";2009;"2009-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;"Life";410;"KOREA (SOUTH)";"German";3;NA;NA;NA;NA;97449651;3,24;NA;NA;NA;NA;NA;200000;90952;118380;188259;1;0;0;1582;NA;FALSE;0,000933323;NA;NA;NA;0;25,3026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;17;18;17;NA;NA;NA;NA;NA;0.189752806994186;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2010";"SamsungLifeI";2010;"2010-01-01";-9,93e-06;-4,69e-08;-2,82e-08;-1,61e-07;-1,55e-08;-3,4e-10;0,000924;0,00455;0,00471;0,00437;0,00486;0,00955;-9,93e-08;-4,69e-10;-2,82e-10;-1,61e-09;-1,55e-10;-3,4e-12;31;"Life";410;"KOREA (SOUTH)";"German";3;90,96;90,96;91,39;48596,9;112676554;24,94;-0,721;3,05;0,952;1,05;NA;200000;766707;734120;1002834;145;0;0;67;14,4;FALSE;0,00680449;91,175;48596900;4420374024;0;25,4478;NA;TRUE;0,00471621;NA;NA;NA;NA;0,242984;4,51042;1,78035;-0,161;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;19;17;18;NA;NA;NA;NA;17;0.116576431286718;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2011";"SamsungLifeI";2011;"2011-01-01";-3,15e-07;-7,37e-08;-4,13e-08;-5,56e-08;-2,01e-08;0;0,000948;0,00107;0,00118;0,00237;0,00459;0,0097;-3,15e-09;-7,37e-10;-4,13e-10;-5,56e-10;-2,01e-10;0;31;"Life";410;"KOREA (SOUTH)";"German";3;80,79;80,79;80,98;101270;135910018;31,88;0,626;2,15;1,855;2,3;19108569;200000;1785495;1816870;2432546;698;0;0;88;64,74;FALSE;0,0131373;80,885;101270400;8181635616;0;25,6353;23,6734;TRUE;0,00234901;90,96;-11,1807;-1,36657e-09;-0,0914138;0,506352;4,39185;1,60866;-0,0556;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;30;19;17;NA;NA;NA;NA;18;0.151444396273325;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2012";"SamsungLifeI";2012;"2012-01-01";-2,95e-07;-9,16e-08;-5,19e-08;-6,55e-08;-2,79e-08;0;0,000925;0,00105;0,00114;0,00178;0,00211;0,00972;-2,95e-09;-9,16e-10;-5,19e-10;-6,55e-10;-2,79e-10;0;32;"Life";410;"KOREA (SOUTH)";"German";3;86,42;86,42;86,5;62894;142469430;11,82;0,21;2,28;1,769;2,05;16551299;189015;838863;1155061;887702;1508;0;0;104;53,08;FALSE;0,00588802;86,46;62894000;5435299480;0;25,6824;23,5297;TRUE;0,000925283;80,79;6,96868;-1,28212e-09;0,0915831;0,332746;4,45922;0,944629;-0,0655;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;20;30;19;87.3;NA;NA;NA;17;0.111083348048737;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2013";"SamsungLifeI";2013;"2013-01-01";-3,99e-07;-1,06e-07;-5,48e-08;-7,13e-08;-2,61e-08;0;0,000956;0,00467;0,00476;0,0046;0,00487;0,00969;-3,99e-09;-1,06e-09;-5,48e-10;-7,13e-10;-2,61e-10;0;33;"Life";410;"KOREA (SOUTH)";"German";3;91,77;91,77;92,22;42094,5;172746454;9,29;0,085;2,39;1,343;1,46;17876632;191075;693956;3415517;730835;1412;0;0;1614;68,98;FALSE;0,00401719;91,995;42094500;3863012265;0;25,8751;23,6068;TRUE;0,00489157;86,42;6,1907;-1,60256e-09;0,0774474;0,220304;4,51929;1,44865;-0,0713;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;19;20;30;82.96;87.3;NA;NA;19;0.134234075712634;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2014";"SamsungLifeI";2014;"2014-01-01";-2,68e-07;-8,45e-08;-5,52e-08;-6,31e-08;-2,95e-08;0;0,000919;0,00408;0,00465;0,00403;0,00491;0,0096;-2,68e-09;-8,45e-10;-5,52e-10;-6,31e-10;-2,95e-10;0;33;"Life";410;"KOREA (SOUTH)";"German";3;105,63;105,13;105,63;45201,8;210637533;14,68;-0,28;2,23;1,769;1,14;21643034;189075;1314161;1328703;1676797;443;4;378552;45;66,29;FALSE;0,00623897;105,38;45201800;4774666134;0,00179717;26,0734;23,7979;TRUE;0,00474473;91,77;15,103;-3,16315e-09;0,170306;0,239068;4,65994;1,6094;-0,0631;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;20;19;20;88.04;82.96;87.3;NA;30;0.0970955699135316;TRUE;TRUE;FALSE;TRUE;FALSE
"SantamLtd-2015";"SamsungLifeI";2015;"2015-01-01";-2,7e-07;-8,64e-08;-5,17e-08;-6,14e-08;-2,81e-08;0;0,000963;0,00211;0,00458;0,00385;0,00477;0,0126;-2,7e-09;-8,64e-10;-5,17e-10;-6,14e-10;-2,81e-10;0;33;"Life";410;"KOREA (SOUTH)";"German";3;84,15;84,15;84,56;70016,9;192827503;12,29;0,472;2;1,507;1,79;17027965;184885;1014136;573861;1263819;254;9,26;780909;43;74,77;FALSE;0,00525929;84,355;70016900;5891922135;0,00404978;25,9851;23,5581;TRUE;0,00486041;105,63;-20,3351;-3,45136e-09;-0,189085;0,378705;4,4326;1,80077;-0,0614;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;20;20;19;84.39;88.04;82.96;87.3;20;0.0573130961644387;TRUE;TRUE;FALSE;TRUE;FALSE
"SaudiReinsur-2005";"SantamLtd";2005;"2005-01-01";-0,00048;-0,00048;-0,00048;-0,00048;-0,00048;-0,00048;0,0172;0,0172;0,0172;0,0172;0,0172;0,0172;-4,8e-06;-4,8e-06;-4,8e-06;-4,8e-06;-4,8e-06;-4,8e-06;NA;"Non-Life";710;"SOUTH AFRICA";"English";1;11,35;11,35;11,38;21754,5;1944927;31,9;2,786;1,49;0,515;3,93;1439751;116248;273539;340924;339385;882;0;0;1;NA;FALSE;0,140642;11,365;21754500;246913575;0;21,3885;21,0877;TRUE;0,00263968;84,15;-86,5122;-3,50374e-07;-0,859002;0,187139;2,42922;NA;-480;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SaudiReinsur-2006";"SantamLtd";2006;"2006-01-01";-0,000336;-3,01e-06;-1,11e-06;-4,48e-06;-3,76e-07;0;0;0,00411;0,00709;0,0103;0,0133;0,0761;-3,36e-06;-3,01e-08;-1,11e-08;-4,48e-08;-3,76e-09;0;17;"Non-Life";710;"SOUTH AFRICA";"English";1;11,41;11,3;11,41;30498,2;2072059;29,85;2,338;1,44;0,535;4,26;1449144;117637;259765;334003;NA;1;0;0;1021;NA;FALSE;0,125366;11,355;30498200;347984462;0;21,4518;21,0942;TRUE;0,00968736;11,35;0,528634;-1,51913e-09;0,0524229;0,259257;2,43449;0,257842;-4,48;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SaudiReinsur-2007";"SantamLtd";2007;"2007-01-01";-0,00036;-3,52e-06;-1,16e-06;-6,75e-06;-3,51e-07;0;0;0,00439;0,00842;0,0125;0,0149;0,0863;-3,6e-06;-3,52e-08;-1,16e-08;-6,75e-08;-3,51e-09;0;18;"Non-Life";710;"SOUTH AFRICA";"English";1;14,9;14,76;14,9;29028;2127054;19,68;0,596;3,18;0,566;3,52;1607797;112081;144829;241795;241106;662;22,45;125243;795;NA;FALSE;0,068089;14,83;29028000;432517200;0,058881;21,478;21,1981;TRUE;0,00944032;11,41;30,5872;-7,0719e-08;0,355478;0,258991;2,70136;0,389383;-6,75;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"SaudiReinsur-2008";"SantamLtd";2008;"2008-01-01";-0,00176;-1,01e-05;-2,42e-06;-1,71e-05;-9,57e-07;0;0;0,00465;0,00815;0,0141;0,0162;0,154;-1,76e-05;-1,01e-07;-2,42e-08;-1,71e-07;-9,57e-09;0;17;"Non-Life";710;"SOUTH AFRICA";"English";1;9,8;9,67;9,8;21378,5;1879237;17,43;-0,352;2,1;0,562;5,47;1167092;112665;94576;103589;113256;186;22,8;126972;822;NA;FALSE;0,0503268;9,735;21378500;209509300;0,0675657;21,3541;20,8778;TRUE;0,0133539;14,9;-34,2282;-1,63373e-07;-0,304564;0,189753;2,28238;0,287168;-17,1;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;FALSE;FALSE;TRUE
"SaudiReinsur-2009";"SantamLtd";2009;"2009-01-01";-0,000196;-7,74e-06;-3,5e-06;-9,21e-06;-1,5e-06;0;0;0,00545;0,00998;0,0124;0,0173;0,0662;-1,96e-06;-7,74e-08;-3,5e-08;-9,21e-08;-1,5e-08;0;19;"Non-Life";710;"SOUTH AFRICA";"English";1;11,53;11,47;11,53;13156;1944993;23,89;0,608;2,24;0,597;4,78;1568572;112853;138608;207015;199585;526;17,5;107479;793;NA;FALSE;0,071264;11,5;13156000;151688680;0,0552593;21,3885;21,1734;TRUE;0,00521739;9,8;17,6531;-1,16377e-07;0,237449;0,116576;2,44495;0,227021;-9,21;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;NA;NA;NA;NA;NA;NA;NA;1.883124;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2010";"SantamLtd";2010;"2010-01-01";-0,000377;-4,77e-06;-2,16e-06;-6,56e-06;-6,78e-07;0;0;0,00362;0,00575;0,00811;0,0099;0,0581;-3,77e-06;-4,77e-08;-2,16e-08;-6,56e-08;-6,78e-09;0;30;"Non-Life";710;"SOUTH AFRICA";"English";1;15,19;15,18;15,19;17116,7;2205299;36,5;0,325;2,6;0,694;4,17;2005744;113023;239609;311138;333576;874;18,05;125788;840;NA;FALSE;0,108651;15,185;17116700;260002673;0,057039;21,5141;21,4193;TRUE;0,000658545;11,53;31,7433;-1,22088e-07;0,377624;0,151444;2,72064;0,257289;-6,56;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;NA;NA;NA;NA;NA;NA;5.028076;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2011";"SantamLtd";2011;"2011-01-01";-7,27e-05;-6,99e-06;-3,43e-06;-6,33e-06;-1,22e-06;0;0;0,00372;0,00703;0,00922;0,0119;0,0466;-7,27e-07;-6,99e-08;-3,43e-08;-6,33e-08;-1,22e-08;0;20;"Non-Life";710;"SOUTH AFRICA";"English";1;18,03;17,4;18,03;12581,3;2355671;24,66;0,084;2,57;0,77;3,92;2235830;113260;190873;251076;262728;762;15,97;133722;885;87,3;FALSE;0,081027;17,715;12581300;226840839;0,056766;21,5801;21,5279;TRUE;0,0355631;15,19;18,6965;-8,24213e-08;0,237656;0,111083;2,89204;0,346187;-6,33;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;0;NA;NA;NA;NA;NA;2.502701;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2012";"SantamLtd";2012;"2012-01-01";-2,92e-05;-3,8e-06;-1,75e-06;-2,99e-06;-6,58e-07;0;-1,63;0,00248;0,00452;0,000688;0,00828;0,0483;-2,92e-07;-3,8e-08;-1,75e-08;-2,99e-08;-6,58e-09;0;19;"Non-Life";710;"SOUTH AFRICA";"English";1;20,67;20,57;20,67;16020,3;2354991;17,79;0,117;3,71;0,772;3,24;2739886;119346;123928;411725;408226;1004;18,77;124773;766;82,96;FALSE;0,0526236;20,62;16020300;331139601;0,0529824;21,5798;21,7312;TRUE;0,00484966;18,03;14,6423;-4,42178e-08;0,18924;0,134234;3,02868;0,393258;-2,99;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;0;NA;NA;NA;NA;0;3.612037;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2013";"SantamLtd";2013;"2013-01-01";-0,000253;-4,63e-06;-1,81e-06;-5,03e-06;-7,28e-07;0;0;0,00263;0,00516;0,00687;0,0095;0,07;-2,53e-06;-4,63e-08;-1,81e-08;-5,03e-08;-7,28e-09;0;20;"Non-Life";710;"SOUTH AFRICA";"English";1;18,2;18,2;18,25;11105,5;1971966;19,24;0,349;3,61;0,663;3,16;2091968;114377;109968;143155;156214;413;16,65;100248;743;88,04;FALSE;0,0557657;18,225;11105500;202120100;0,0508366;21,4023;21,4614;TRUE;0,00274348;20,67;-11,9497;-5,91217e-08;-0,0874214;0,0970956;2,90142;0,351978;-5,03;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;0;NA;NA;NA;NA;0;13.93494;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2014";"SantamLtd";2014;"2014-01-01";-9,04e-05;-5,32e-06;-2,7e-06;-5,2e-06;-9,92e-07;0;0;0,00308;0,00566;0,00698;0,00945;0,0441;-9,04e-07;-5,32e-08;-2,7e-08;-5,2e-08;-9,92e-09;0;20;"Non-Life";710;"SOUTH AFRICA";"English";1;21,02;21,02;21,13;6555,3;2009058;24,03;-3,049;3,83;0,693;3;2297158;114377;147501;220738;226062;621;14,59;95563;784;84,39;FALSE;0,073418;21,075;6555300;137792406;0,0475661;21,4209;21,5549;TRUE;0,00521945;18,2;15,4945;-1,12448e-07;0,193022;0,0573131;3,04547;0,312278;-5,2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;0;NA;NA;NA;NA;0;6.206759;TRUE;TRUE;FALSE;FALSE;TRUE
"SaudiReinsur-2015";"SantamLtd";2015;"2015-01-01";-3,83e-05;-2,28e-06;-9,75e-07;-2,29e-06;-4,22e-07;0;0;0,00179;0,00347;0,00478;0,00672;0,0292;-3,83e-07;-2,28e-08;-9,75e-09;-2,29e-08;-4,22e-09;0;22;"Non-Life";710;"SOUTH AFRICA";"English";1;16,25;16,19;16,25;14545,7;1857914;31,12;1,171;3,1;0,631;3,53;1613367;110162;181463;208436;269568;763;12,35;77130;NA;86,92;FALSE;0,0976703;16,22;14545700;236367625;0,0415143;21,3427;21,2016;TRUE;0,00369914;21,02;-22,6927;-9,60058e-08;-0,196908;0,132039;2,78809;0,363317;-2,29;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;0;0;NA;NA;NA;NA;0;7.549053;TRUE;TRUE;FALSE;FALSE;TRUE
"SavaRedd-2005";"SaudiReinsur";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";682;"SAUDI ARABIA";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,25;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"SavaRedd-2006";"SaudiReinsur";2006;"2006-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";682;"SAUDI ARABIA";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"SavaRedd-2007";"SaudiReinsur";2007;"2007-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Composite";682;"SAUDI ARABIA";"English";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;0;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"SavaRedd-2008";"SaudiReinsur";2008;"2008-01-01";-8,63e-06;-1,12e-06;-4,68e-07;-8,86e-07;-1,49e-07;0;0,00312;0,0048;0,0138;0,0114;0,0154;0,0208;-8,63e-08;-1,12e-08;-4,68e-09;-8,86e-09;-1,49e-09;0;0;"Composite";682;"SAUDI ARABIA";"English";1;4;3,93;4;188312;275510;NA;-1,099;1,46;0;0;233310;100000;6894;6894;6894;1332;0;0;1694;NA;FALSE;0,0250227;3,965;188312400;753249600;0;19,4341;19,2679;FALSE;0,0176545;NA;NA;NA;NA;1,88312;1,38629;0,114982;-0,886;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;2;0;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE
"SavaRedd-2009";"SaudiReinsur";2009;"2009-01-01";-0,000192;-5,25e-07;-2,41e-07;-1,18e-06;-8,21e-08;0;0,00264;0,00321;0,00365;0,00483;0,00654;0,015;-1,92e-06;-5,25e-09;-2,41e-09;-1,18e-08;-8,21e-10;0;0;"Composite";682;"SAUDI ARABIA";"English";1;2,93;2,92;2,93;502808;291732;0,48;0,485;1,09;0;0;310645;100000;1288;1288;1288;337;0;0;1577;NA;FALSE;0,00441501;2,925;502807600;1473226268;0;19,4913;19,5542;FALSE;0,0034188;4;-26,75;-1,81574e-08;-0,2675;5,02808;1,075;0,0785158;-1,18;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;3;2;0;NA;NA;NA;NA;NA;0.0283486434522538;TRUE;TRUE;TRUE;FALSE;FALSE
"SavaRedd-2010";"SaudiReinsur";2010;"2010-01-01";-6,86e-06;-1,26e-06;-4,8e-07;-9,3e-07;0;0;0,0032;0,00388;0,0043;0,00587;0,0068;0,025;-6,86e-08;-1,26e-08;-4,8e-09;-9,3e-09;0;0;0;"Composite";682;"SAUDI ARABIA";"English";1;2,36;2,36;2,37;250270;299267;0,01;0,315;0,9;0;0;235956;100000;15;797;15;778;0;0;1535;NA;FALSE;5,01225e-05;2,365;250270100;590637436;0;19,5168;19,2792;FALSE;0,00422833;2,93;-19,4539;-3,29372e-08;-0,194539;2,5027;0,858662;0,034638;-0,93;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;3;3;2;NA;NA;NA;NA;0;0.0838496047853023;TRUE;TRUE;TRUE;FALSE;FALSE
"SavaRedd-2011";"SaudiReinsur";2011;"2011-01-01";-4,32e-06;-6,52e-07;-2,69e-07;-5,29e-07;-9,37e-08;0;0,00328;0,00396;0,00438;0,00614;0,008;0,0388;-4,32e-08;-6,52e-09;-2,69e-09;-5,29e-09;-9,37e-10;0;0;"Composite";682;"SAUDI ARABIA";"English";1;2,2;2,2;2,21;361204;305105;-3,58;0,558;0,89;0;0;255994;100000;-9148;-8984;-9148;83;0;0;1430;NA;FALSE;-0,0299831;2,205;361203700;794648140;0;19,5362;19,3607;FALSE;0,00453515;2,36;-6,77966;-8,53165e-09;-0,0677966;3,61204;0,788457;0,0652067;-0,529;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;5;3;3;NA;NA;NA;NA;2;0.0416791283913694;TRUE;TRUE;TRUE;FALSE;FALSE
"SavaRedd-2012";"SaudiReinsur";2012;"2012-01-01";-6,55e-07;-1,55e-07;-7,45e-08;-1,09e-07;-3,97e-08;0;0,0021;0,00274;0,00312;0,00384;0,00529;0,0093;-6,55e-09;-1,55e-09;-7,45e-10;-1,09e-09;-3,97e-10;0;0;"Composite";682;"SAUDI ARABIA";"English";1;3,36;3,36;3,37;1393494;330864;3,1;0,432;1,34;0;0;310646;100000;7720;7693;7720;1392;0;0;1426;NA;FALSE;0,0233328;3,365;1393494000;4682139840;0;19,6172;19,5542;FALSE;0,00297177;2,2;52,7273;-1,12614e-08;0,527273;13,9349;1,21194;0,101457;-0,109;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;10;5;3;NA;NA;NA;NA;3;0.0594103823969237;TRUE;TRUE;TRUE;FALSE;FALSE
