"";"Company";"Year";"DateFactor";"AmihudMin";"Amihud1stQ";"AmihudMed";"AmihudMean";"Amihud3rdQ";"AmihudMax";"BidAskMin";"BidAsk1stQ";"BidAskMed";"BidAskMean";"BidAsk3rdQ";"BidAskMax";"AmihudV2Min";"AmihudV21stQ";"AmihudV2Med";"AmihudV2Mean";"AmihudV23rdQ";"AmihudV2Max";"CSR";"BusinessType";"NationCode";"NationFactor";"LegalOrigin";"LegalOriginCode";"Aktienkurs";"BidKurs";"AskKurs";"HandelsvolumenTsd";"TotalAssests";"ROEin";"MarketBeta";"MTB";"DividendeproAktieDPS";"dividendyield";"Marktkapitalisierung";"AnzahlausstehenderAktien";"NetIncome";"OperatingIncome";"EBIT";"EBITDA";"LeverageRatioTotalDebtCommonEquity";"TotalDebt";"SolvencyRatio";"Asset4CSR";"TGwennMutterauchinListe1";"ROA";"M1";"Handelsvolumen";"DollarVolume";"DebtRatio";"LogTotalAssets";"LogMarktkapitalisierung";"DividendBinary";"BidAskMean_Annual";"AktienkursVorjahr";"Kursrendite";"AmihudMean_Annual";"Aktienrendite";"Turnover";"logAktienkurs";"ReturnVolatility";"AmihudMean6";"LegalDummy_Binary";"LegalDummy_English";"LegalDummy_German";"LegalDummy_French";"LegalDummy_Scand";"LegalDummy_Soc";"CSR_Lag1";"CSR_Lag2";"CSR_Lag3";"CSR_Lag4";"Asset4CSR_Lag1";"Asset4CSR_Lag2";"Asset4CSR_Lag3";"Asset4CSR_Lag4";"Turnover_Lag1";"YearDummy_08";"YearDummy_09";"BComposite";"BLife";"BNonLife"
"HeungkukFire-2015";"HelvetiaHold";2015;"2015-01-01";-8,6e-07;-1,56e-07;-8,87e-08;-1,13e-07;-3,98e-08;-6,76e-10;5e-04;0,000894;0,000937;0,00105;0,00098;0,00397;-8,6e-09;-1,56e-09;-8,87e-10;-1,13e-09;-3,98e-10;-6,76e-12;30;"Composite";756;"SWITZERLAND";"German";3;527,227;527,227;527,751;4714,1;56143320;6,36;1,399;1,13;19,915;3,58;5871622;9897;300053;459097;460040;1207;37,1;1713961;1058;80,08;FALSE;0,00534441140994156;527,489;4714100;2485400800,7;0,030528315746201;24,7511735440012;22,4933967528896;TRUE;0,000993385644060826;497,366;6,0038281667826;-2,41563790900569e-09;0,100079217316825;0,476316055370314;6,26763119583745;6,58495250219578;-0,113;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.0433572529302803;TRUE;TRUE;TRUE;FALSE;FALSE
"HongLeongFin-2005";"HeungkukFire";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;4,59;4,59;NA;24120,1;961976;8,61;-0,634;0,4;0;0;36361;10261;5893;4895;8170;166;27,93;20018;1;NA;FALSE;0,00612593245569536;NA;24120100;110711259;0,0208092509584439;20,6845000602938;17,4090073296456;FALSE;NA;527,227;-99,1294072572156;-8,95386465347913e-07;-0,991294072572156;2,3506578306208;1,52388002407245;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"HongLeongFin-2006";"HeungkukFire";2006;"2006-01-01";-3,71e-05;-6,65e-06;-3,44e-06;-5,18e-06;-1,39e-06;0;0,00102;0,00201;0,004;0,00565;0,00792;0,0353;-3,71e-07;-6,65e-08;-3,44e-08;-5,18e-08;-1,39e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;6,2;6,09;6,13;65944,8;1098090;-26,4;0,57;1,4;0;0;176983;20711;-26819;-21705;-17658;9;12,01;15136;1482;NA;FALSE;-0,0244233168501671;6,11;65944800;408857760;0,0137839339216276;20,8168381438877;18,9915642407277;FALSE;0,00654664484451719;4,59;35,0762527233116;-8,57908414146011e-08;0,350762527233116;3,18404712471633;1,82454929205105;0,309208813886491;-5,18;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.0553431763164156;FALSE;FALSE;FALSE;FALSE;TRUE
"HongLeongFin-2007";"HeungkukFire";2007;"2007-01-01";-1,65e-05;-2,58e-06;-1,14e-06;-1,99e-06;-4,64e-07;0;0,000932;0,00162;0,00335;0,00389;0,005;0,0276;-1,65e-07;-2,58e-08;-1,14e-08;-1,99e-08;-4,64e-09;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;9,06;9,06;9,08;31491,4;1092906;-79,97;1,242;11,29;0;0;185180;30932;-88560;-78420;-85280;79;55,93;52342;22;NA;FALSE;-0,081031671525273;9,07;31491400;285312084;0,04789249944643;20,8121060406126;19,0368388829842;FALSE;0,00220507166482906;6,2;46,1290322580645;-1,61679196727956e-07;0,461290322580645;1,01808483124273;2,20386912005489;0,358823305341547;-1,99;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.0446219303607048;FALSE;FALSE;FALSE;FALSE;TRUE
"HongLeongFin-2008";"HeungkukFire";2008;"2008-01-01";-0,000162;-1e-05;-3,16e-06;-1,01e-05;-1,33e-06;0;0;0,00143;0,00336;0,00564;0,00653;0,0427;-1,62e-06;-1e-07;-3,16e-08;-1,01e-07;-1,33e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;6,59;6,54;6,59;73187,3;1106637;-133,43;1,303;2,76;0;0;232653;33440;-71186;-67588;-67728;67;225,46;53571;1384;NA;FALSE;-0,064326423208333;6,565;73187300;482304307;0,048408827827011;20,8245915236185;19,2650586310783;FALSE;0,00761614623000759;9,06;-27,2626931567329;-5,65259152385469e-08;-0,272626931567329;2,18861543062201;1,88555334851442;0,270071024079666;-10,1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;NA;NA;NA;NA;NA;NA;NA;0.0856541614168346;TRUE;FALSE;FALSE;FALSE;TRUE
"HongLeongFin-2009";"HeungkukFire";2009;"2009-01-01";-0,000148;-1,49e-05;-5,79e-06;-1,17e-05;-2,81e-06;0;0;0,00231;0,00285;0,00483;0,00573;0,0542;-1,48e-06;-1,49e-07;-5,79e-08;-1,17e-07;-2,81e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;4,07;4,04;4,07;24241,4;1381528;-23,56;1,444;2,25;0;0;218255;49231;-14135;-13810;-12375;64;37,55;37477;1122;NA;FALSE;-0,0102314249150216;4,055;24241400;98662498;0,0271272098719679;21,0464559699472;19,201174661929;FALSE;0,0073982737361283;6,59;-38,2397572078907;-3,87581407132145e-07;-0,382397572078907;0,492401129369706;1,4036429994545;0,0944014291529137;-11,7;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;11;NA;NA;NA;NA;NA;NA;0.0587420654587404;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2010";"HeungkukFire";2010;"2010-01-01";-0,000155;-2,32e-05;-9,23e-06;-1,87e-05;-4,17e-06;0;0;0,00202;0,00405;0,00563;0,00766;0,0328;-1,55e-06;-2,32e-07;-9,23e-08;-1,87e-07;-4,17e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;5,14;5,14;5,16;28987,9;1998049;-16,2;0,654;3,55;0;0;309102;51450;-16474;-15494;-14941;81;56,69;55450;706;NA;FALSE;-0,00824504303948502;5,15;28987900;148997806;0,0277520721463788;21,4154370413966;19,5491818774793;FALSE;0,00388349514563116;4,07;26,2899262899263;-1,76445040777083e-07;0,262899262899263;0,563418853255588;1,63705307946707;0,101533075976459;-18,7;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;11;11;NA;NA;NA;NA;NA;0.0460657462085469;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2011";"HeungkukFire";2011;"2011-01-01";-0,00475;-3,97e-05;-1,66e-05;-7,1e-05;-5,94e-06;0;0;0,00404;0,00701;0,00871;0,0115;0,0381;-4,76e-05;-3,97e-07;-1,66e-07;-7,11e-07;-5,94e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;5,01;4,92;5,01;12328,7;3061219;-63,79;0,548;1,88;0;0;292556;51450;-60198;-56181;-64480;63;73,96;60294;932;NA;FALSE;-0,0196647152653894;4,965;12328700;61766787;0,0196960753216284;21,8420790395971;19,4941666593029;FALSE;0,0181268882175226;5,14;-2,52918287937743;-4,09472947159206e-08;-0,0252918287937743;0,239624878522838;1,61143591509677;0,108832233297195;-71;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;11;11;10.16;NA;NA;NA;11;0.0894392784175811;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2012";"HeungkukFire";2012;"2012-01-01";-0,00384;-0,000112;-3,96e-05;-0,000139;-1,41e-05;0;0;0,00501;0,011;0,0123;0,0174;0,0445;-3,85e-05;-1,12e-06;-3,96e-07;-1,39e-06;-1,41e-07;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;4,21;4,15;4,27;3396,4;4072353;45,48;0,14;1,13;0;0;301162;64243;49921;58224;47099;1162;44,43;72529;1258;NA;FALSE;0,0122585149175428;4,21;3396400;14298844;0,0178100965215933;22,1274868020247;19,5231588839123;FALSE;0,028503562945368;5,01;-15,9680638722555;-1,11673747577558e-06;-0,159680638722555;0,0528680167489065;1,43746264769429;0,0702856996521826;-139;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;11;11;9.55;10.16;NA;NA;11;0.0616924765545666;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2013";"HeungkukFire";2013;"2013-01-01";-0,00424;-9,04e-05;-2,64e-05;-0,000159;-7,73e-06;0;0;0,00455;0,00724;0,00961;0,0136;0,0487;-4,24e-05;-9,04e-07;-2,64e-07;-1,59e-06;-7,73e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;4,24;4,16;4,24;2678,1;5883678;NA;-0,602;1,12;0;0;270901;64243;18655;70910;33897;1025;52,28;126810;925;NA;FALSE;0,00317063578258362;4,2;2678100;11355144;0,0215528450061339;22,4954479135111;19,4172639984475;FALSE;0,0190476190476191;4,21;0,712589073634207;-6,27547349934108e-08;0,0071258907363421;0,0416870320501845;1,44456326924387;0,0602664288001065;-159;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;11;11;11;14.47;9.55;10.16;NA;11;0.057162828335354;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2014";"HeungkukFire";2014;"2014-01-01";-0,000689;-3,22e-05;-1,23e-05;-4,43e-05;-3,08e-06;0;0;0,00257;0,00517;0,0064;0,00815;0,0267;-6,89e-06;-3,22e-07;-1,23e-07;-4,43e-07;-3,08e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;4,08;4,08;4,1;2785,4;7335517;11,11;-1,003;0,87;0;0;232605;64243;31482;34117;51443;1240;51,91;156058;1088;NA;FALSE;0,00429172204222279;4,09;2785400;11364432;0,0212743014568707;22,7159937300384;19,2648522939485;FALSE;0,00488997555012215;4,24;-3,77358490566038;-3,32052167699622e-07;-0,0377358490566038;0,0433572529302803;1,40609698841607;0,0465036942081741;-44,3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;18;11;11;15.7;14.47;9.55;10.16;11;0.0785626002750132;TRUE;TRUE;FALSE;FALSE;TRUE
"HongLeongFin-2015";"HeungkukFire";2015;"2015-01-01";-0,000593;-3,73e-05;-1,69e-05;-3,22e-05;-6,68e-06;0;0;0,00265;0,00503;0,00573;0,00829;0,0376;-5,93e-06;-3,73e-07;-1,69e-07;-3,22e-07;-6,68e-08;0;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;3,19;3,19;3,25;7237,3;7328472;6,14;0,905;0,75;0;0;225913;64243;16229;-15208;30126;960;65,12;177312;955;NA;FALSE;0,00221451347566041;3,22;7237300;23086987;0,0241949481419865;22,7150328727243;19,2356605273699;FALSE;0,0186335403726708;4,08;-21,8137254901961;-9,44848939472262e-07;-0,218137254901961;0,112655075261118;1,16002091679675;0,059900472516682;-32,2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;18;18;11;25.23;15.7;14.47;9.55;11;0.0482553569854189;TRUE;TRUE;FALSE;FALSE;TRUE
"HyundaiMarin-2005";"HongLeongFin";2005;"2005-01-01";-0,000843;-0,000843;-0,000843;-0,000843;-0,000843;-0,000843;0,03;0,03;0,03;0,03;0,03;0,03;-8,44e-06;-8,44e-06;-8,44e-06;-8,44e-06;-8,44e-06;-8,44e-06;NA;"Composite";458;"MALAYSIA";"English";1;1,11;1,11;1,116;58617,5;16143301;12,08;0,535;1,31;0,041;4,23;1071087;1059164;99532;213881;221123;637;360,13;3068014;1;NA;FALSE;0,00616552959026162;1,113;58617500;65065425;0,190048739102368;23,5047710018007;20,7919398576058;TRUE;0,00539083557951483;3,19;-65,2037617554859;-1,00212561573806e-06;-0,639184952978056;0,0553431763164156;0,104360015324243;NA;-843;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;TRUE;FALSE;FALSE
"HyundaiMarin-2006";"HongLeongFin";2006;"2006-01-01";-0,00314;-9,69e-06;-4,38e-06;-2,69e-05;-1,66e-06;0;0,00363;0,00436;0,00829;0,0093;0,0104;0,0409;-3,14e-05;-9,69e-08;-4,38e-08;-2,69e-07;-1,66e-08;0;NA;"Composite";458;"MALAYSIA";"English";1;1,251;1,241;1,251;47089,3;17823904;12,28;0,515;1,29;0,042;3,85;1309194;1055295;110321;230709;614106;1246;315,67;2912395;NA;NA;FALSE;0,00618949698113275;1,246;47089300;58908714,3;0,163398265610048;23,6038063146804;20,9926775176294;TRUE;0,00802568218298538;1,11;12,7027027027027;-2,15633654331546e-07;0,164864864864865;0,0446219303607048;0,223943231484774;0,0176278544735669;-26,9;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;1.34743565658463;FALSE;FALSE;TRUE;FALSE;FALSE
"HyundaiMarin-2007";"HongLeongFin";2007;"2007-01-01";-6,52e-05;-5,45e-06;-2,46e-06;-5,39e-06;-8,38e-07;0;0,00359;0,0083;0,00879;0,011;0,00955;0,0426;-6,52e-07;-5,45e-08;-2,46e-08;-5,39e-08;-8,38e-09;0;11;"Composite";458;"MALAYSIA";"English";1;1,608;1,594;1,608;90483,6;22117717;13,64;1,891;1,46;0,047;4,04;1922485;1056383;140121;277269;304538;848;208,45;2254235;NA;NA;FALSE;0,00633523794521831;1,601;90483600;145497628,8;0,10191987717358;23,8196447985091;21,3768844569729;TRUE;0,00874453466583386;1,251;28,537170263789;-1,96134931490667e-07;0,322941646682654;0,0856541614168346;0,474991170756775;0,034982458658492;-5,39;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;6;NA;NA;NA;NA;NA;NA;NA;3.39658338029933;FALSE;FALSE;TRUE;FALSE;FALSE
"HyundaiMarin-2008";"HongLeongFin";2008;"2008-01-01";-0,00179;-1,28e-05;-6,1e-06;-2,26e-05;-2,22e-06;0;0,00379;0,0046;0,0088;0,0122;0,0164;0,15;-1,8e-05;-1,28e-07;-6,1e-08;-2,26e-07;-2,22e-08;0;11;"Composite";458;"MALAYSIA";"English";1;1,324;1,318;1,341;62937,6;24978551;13,94;1,087;1,04;0,068;5,11;1475133;1071423;164276;334920;354705;924;182,45;2243986;1460;NA;FALSE;0,00657668253054391;1,3295;62937600;83329382,4;0,0898365161373852;23,9412833335563;21,1120139921647;TRUE;0,0172997367431365;1,608;-17,6616915422886;-2,11950324811588e-07;-0,134328358208955;0,0587420654587404;0,280657457514817;0,0288571249084203;-22,6;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;6;6;NA;NA;NA;NA;NA;NA;2.41597845826288;TRUE;FALSE;TRUE;FALSE;FALSE
"HyundaiMarin-2009";"HongLeongFin";2009;"2009-01-01";-0,000126;-9,08e-06;-2,63e-06;-8,71e-06;-1,18e-06;0;0,00107;0,00363;0,00652;0,00842;0,0101;0,0333;-1,26e-06;-9,08e-08;-2,63e-08;-8,71e-08;-1,18e-08;0;11;"Composite";458;"MALAYSIA";"English";1;1,434;1,429;1,434;49355,9;24500455;14,57;0,276;1,05;0,054;4,47;1477037;1071423;179499;301246;314848;858;81,85;1062384;1456;NA;FALSE;0,00732635373506329;1,4315;49355900;70776360,6;0,0433618069541974;23,9219575257532;21,1133038909605;TRUE;0,00349283967865868;1,324;8,30815709969788;-1,17386038882864e-07;0,123867069486405;0,0460657462085469;0,360467742177429;0,0274432861052506;-8,71;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;6;6;6;NA;NA;NA;NA;NA;2.37172717271727;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2010";"HongLeongFin";2010;"2010-01-01";-4,98e-05;-3,43e-06;-1,56e-06;-3,18e-06;-6,33e-07;0;0,000901;0,00243;0,00466;0,00607;0,00803;0,0495;-4,98e-07;-3,43e-08;-1,56e-08;-3,18e-08;-6,33e-09;0;11;"Composite";458;"MALAYSIA";"English";1;2,683;2,673;2,683;95827,3;29942887;17,41;0,725;1,21;0,04;1,99;2827327;1071423;270429;385967;425593;1031;119,64;1971656;1420;10,16;FALSE;0,00903149385695508;2,678;95827300;257104645,9;0,0658472244176054;24,1225576374749;21,7625975792905;TRUE;0,0037341299477221;1,434;87,0990237099024;-3,38768708990385e-07;0,898884239888424;0,0894392784175811;0,986935571443487;0,0355361826458747;-3,18;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;6;6;6;NA;NA;NA;NA;6;3.40284778477848;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2011";"HongLeongFin";2011;"2011-01-01";-1,8e-05;-2,68e-06;-1,15e-06;-2,3e-06;-5,41e-07;0;0,000956;0,00197;0,00385;0,00589;0,00826;0,047;-1,8e-07;-2,68e-08;-1,15e-08;-2,3e-08;-5,41e-09;0;11;"Composite";458;"MALAYSIA";"English";1;4,062;4,042;4,062;66098,8;52472618;26,48;0,185;1,54;0,05;2,04;4678965;1071424;563788;736101;773731;1397;242,23;6101040;1548;9,55;FALSE;0,0107444229293076;4,052;66098800;268493325,6;0,116270928201067;24,6835573085785;22,2663427685717;TRUE;0,00493583415597247;2,683;51,3976891539322;-1,91430025715926e-07;0,532612746925084;0,0616924765545666;1,40167546315819;0,0604452908817816;-2,3;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;29;6;6;NA;NA;NA;NA;6;2.4216203444631;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2012";"HongLeongFin";2012;"2012-01-01";-9,65e-05;-1,74e-06;-6,51e-07;-2,17e-06;-2,34e-07;0;0,00144;0,00183;0,00482;0,00591;0,00838;0,0368;-9,66e-07;-1,74e-08;-6,51e-09;-2,17e-08;-2,34e-09;0;11;"Composite";458;"MALAYSIA";"English";1;3,95;3,95;3,982;60680;55048586;14,56;0,88;1,3;0,079;2,01;4125699;1061529;373170;624146;745986;1384;262,14;7110338;1572;14,47;FALSE;0,00677892071560203;3,966;60680000;239686000;0,129164770917095;24,731482014045;22,1405012969227;TRUE;0,00806858295511851;4,062;-2,75726243229936;-1,15036439711804e-08;-0,00812407680945349;0,057162828335354;1,37371557891303;0,0412566432236019;-2,17;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;30;29;6;60.82;NA;NA;NA;6;2.48741528321831;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2013";"HongLeongFin";2013;"2013-01-01";-1,9e-05;-1,95e-06;-8,87e-07;-1,63e-06;-3e-07;0;0,00115;0,00266;0,0054;0,00626;0,00841;0,0317;-1,9e-07;-1,95e-08;-8,87e-09;-1,63e-08;-3e-09;0;18;"Composite";458;"MALAYSIA";"English";1;4,233;4,227;4,233;83586,6;54680358;15,68;0,428;1,3;0,107;2,53;4580145;1063949;450745;696857;959361;1520;278,92;8514879;1633;15,7;FALSE;0,00824327082862186;4,23;83586600;353822077,8;0,155720981197672;24,7247703959643;22,24499649396;TRUE;0,0014184397163119;3,95;7,16455696202529;-2,02490384630292e-08;0,0987341772151897;0,0785626002750132;1,44291096153879;0,0713703435311199;-1,63;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;32;30;29;52.66;60.82;NA;NA;6;1.35873779767456;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2014";"HongLeongFin";2014;"2014-01-01";-1,03e-05;-1,94e-06;-9,89e-07;-1,71e-06;-4,96e-07;0;0,00105;0,00261;0,00515;0,00623;0,00805;0,0231;-1,03e-07;-1,94e-08;-9,89e-09;-1,71e-08;-4,96e-09;0;18;"Composite";458;"MALAYSIA";"English";1;5,483;5,458;5,483;51448,8;60163363;15,84;0,608;1,42;0,118;2,15;5349077;1066178;539978;798590;968603;89;227,3;8250991;NA;25,23;FALSE;0,00897519641646362;5,4705;51448800;282093770,4;0,137143114822222;24,8203294159564;22,400189859606;TRUE;0,00456996618225015;4,233;29,5298842428538;-1,04681087648047e-07;0,323175053153792;0,0482553569854189;1,70165239642191;0,0742061573402704;-1,71;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;32;32;30;51.45;52.66;60.82;NA;29;0.801403966921594;TRUE;TRUE;TRUE;FALSE;FALSE
"HyundaiMarin-2015";"HongLeongFin";2015;"2015-01-01";-1,42e-05;-2,09e-06;-9,8e-07;-1,65e-06;-4,11e-07;0;0,00108;0,00155;0,00403;0,0048;0,00649;0,0291;-1,42e-07;-2,09e-08;-9,8e-09;-1,65e-08;-4,11e-09;0;9;"Composite";458;"MALAYSIA";"English";1;3,136;3,136;3,178;77876,8;48430275;13,18;0,767;0,92;0,089;2,85;3809856;1069101;387734;606783;696974;1333;174,16;5462668;NA;35,89;FALSE;0,00800602515678468;3,157;77876800;244221644,8;0,112794486506632;24,603390971644;22,0608572300952;TRUE;0,0133037694013303;5,483;-42,8050337406529;-1,75271237928751e-07;-0,411818347619916;0,0728432580270713;1,14294810248816;0,0615679006911897;-1,65;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;14;32;32;57.65;51.45;52.66;60.82;30;0.701061990922092;TRUE;TRUE;TRUE;FALSE;FALSE
"IndustrialAl-2005";"HyundaiMarin";2005;"2005-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Non-Life";410;"KOREA (SOUTH)";"German";3;7,51;7,49;7,51;107586;5442226;19,04;-0,036;1,67;0,243;3,24;367199;79845;67105;-105484;97132;1;7,6;28638;1;NA;FALSE;0,0123304324370212;7,5;107586000;807970860;0,00526218499562495;22,4174540052949;19,7214144933954;TRUE;0,00266666666666661;3,136;139,477040816327;-1,72626310778571e-07;1,47225765306122;1,34743565658463;2,01623546577604;NA;NA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE
"IndustrialAl-2006";"HyundaiMarin";2006;"2006-01-01";-1,29e-06;-3,33e-07;-2,11e-07;-2,43e-07;-9,24e-08;0;0,00311;0,00374;0,00399;0,00457;0,00441;0,0305;-1,29e-08;-3,33e-09;-2,11e-09;-2,43e-09;-9,24e-10;0;6;"Non-Life";410;"KOREA (SOUTH)";"German";3;12,09;12,19;12,24;271200,2;6576106;10,96;1,939;2,38;0,235;1,95;1015185;79845;45880;65361;61057;1468;3,74;16120;1605;NA;FALSE;0,00697677318461716;12,215;271200200;3278810418;0,00245129868648711;22,6067086137918;20,7383366988416;TRUE;0,00409332787556289;7,51;60,9853528628495;-1,85998410497891e-08;0,641145139813582;3,39658338029933;2,4923786646267;0,39540566703152;-0,243;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.201482191578792;FALSE;FALSE;FALSE;FALSE;TRUE
"IndustrialAl-2007";"HyundaiMarin";2007;"2007-01-01";-6,33e-07;-2,32e-07;-1,39e-07;-1,63e-07;-6,08e-08;0;0,00177;0,00257;0,00329;0,00348;0,00382;0,0184;-6,33e-09;-2,32e-09;-1,39e-09;-1,63e-09;-6,08e-10;0;6;"Non-Life";410;"KOREA (SOUTH)";"German";3;18,58;18,53;18,58;192903,8;7692661;9,97;0,538;2,63;0,212;1,14;1102297;79845;44800;142600;78690;163;2,68;12327;66;NA;FALSE;0,00582373251596554;18,555;192903800;3584152604;0,00160243640009614;22,7635325944182;20,8206620213477;TRUE;0,00269469145782793;12,09;53,6807278742762;-1,49772437773879e-08;0,554342431761786;2,41597845826288;2,92208573338569;0,66418480778014;-0,163;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;0.581800545695762;FALSE;FALSE;FALSE;FALSE;TRUE
"IndustrialAl-2008";"HyundaiMarin";2008;"2008-01-01";-4,02e-06;-4,11e-07;-2,16e-07;-3,43e-07;-8,69e-08;0;0,00173;0,00233;0,00257;0,00365;0,00397;0,0159;-4,02e-08;-4,11e-09;-2,16e-09;-3,43e-09;-8,69e-10;0;6;"Non-Life";410;"KOREA (SOUTH)";"German";3;16,47;16,47;16,52;189719,2;8161423;33,33;0,734;1,86;0,565;3,43;1573554;79992;161386;237875;228369;690;1,59;8876;108;NA;FALSE;0,0197742477016569;16,495;189719200;3124675224;0,00108755544223109;22,8226843779736;21,1766025922783;TRUE;0,00303122158229771;18,58;-11,3562970936491;-3,63439278011777e-09;-0,0831539289558665;2,37172717271727;2,80154054418955;0,761768169878738;-0,343;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;13;NA;NA;64.11;NA;NA;NA;NA;0.49185908117115;TRUE;FALSE;FALSE;FALSE;TRUE
"IndustrialAl-2009";"HyundaiMarin";2009;"2009-01-01";-1,75e-06;-3,57e-07;-1,64e-07;-2,79e-07;-8,4e-08;0;0,00203;0,00246;0,00326;0,00365;0,00403;0,0153;-1,75e-08;-3,57e-09;-1,64e-09;-2,79e-09;-8,4e-10;0;6;"Non-Life";410;"KOREA (SOUTH)";"German";3;16,8;16,8;16,84;272200,6;7779612;16,06;1,447;1,91;0,4;2,38;800139;79992;92141;134990;130315;374;1,82;12233;135;NA;FALSE;0,0118439068683631;16,82;272200600;4572970080;0,00157244345861979;22,7747723024278;20,5002960205394;TRUE;0,00237812128418544;16,47;2,00364298724955;-4,38149072483121e-10;0,0443230115361264;3,40284778477848;2,82137888640921;0,471245610676726;-0,279;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;13;13;NA;71.3;64.11;NA;NA;NA;0.532136275339941;TRUE;TRUE;FALSE;FALSE;TRUE
"IndustrialAl-2010";"HyundaiMarin";2010;"2010-01-01";-0,000147;-2,05e-07;-1,37e-07;-9,39e-07;-7,11e-08;0;0,00174;0,00207;0,00239;0,00271;0,00271;0,01;-1,47e-06;-2,05e-09;-1,37e-09;-9,39e-09;-7,11e-10;0;29;"Non-Life";410;"KOREA (SOUTH)";"German";3;18,02;18,02;18,07;194734,6;9661620;20,24;-0,174;1,75;0,592;3,29;1245206;80415;156147;209930;219422;718;5,37;44746;52;NA;FALSE;0,0161615753879784;18,045;194734600;3509117492;0,00463131441725094;22,9914271729738;20,9425668150232;TRUE;0,00277085065114994;16,8;7,26190476190476;-2,06943906241463e-09;0,107857142857143;2,4216203444631;2,89148225218019;0,538586939631299;-0,939;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;13;13;13;80.95;71.3;64.11;NA;NA;0.814503845245934;TRUE;TRUE;FALSE;FALSE;TRUE
